23525	.	English ! belongs to the embedded quote; Turkish ends on the main verb sallıyordu, declarative
29492	.	English ! belongs to the embedded quote; Turkish ends on the main verb duruyordu, declarative
29798	!	matches English !; final clause is an exclamation/urgent command or warning
30500	!	matches English !; final clause is an exclamation/urgent command or warning
31553	!	matches English !; final clause is an exclamation/urgent command or warning
74213	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
74582	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
74933	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
75320	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
75689	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
76040	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
76895	.	exclamation is inside the quote; sentence ends on derdim, declarative like English
101546	?	direct question like English (question particle mi/mı)
103427	!	matches English !; final clause is an exclamation/urgent command or warning
103922	!	matches English !; final clause is an exclamation/urgent command or warning
104462	!	matches English !; final clause is an exclamation/urgent command or warning
106982	.	final clause is a declarative statement like English; the mı/mi question is the earlier clause and already has ?
107504	!	matches English !; final clause is an exclamation/urgent command or warning
107522	!	matches English !; final clause is an exclamation/urgent command or warning
107837	!	matches English !; final clause is an exclamation/urgent command or warning
108089	!	matches English !; final clause is an exclamation/urgent command or warning
108341	!	matches English !; final clause is an exclamation/urgent command or warning
108584	!	matches English !; final clause is an exclamation/urgent command or warning
108845	!	matches English !; final clause is an exclamation/urgent command or warning
109070	!	matches English !; final clause is an exclamation/urgent command or warning
109088	!	matches English !; final clause is an exclamation/urgent command or warning
109313	!	matches English !; final clause is an exclamation/urgent command or warning
109331	!	matches English !; final clause is an exclamation/urgent command or warning
109583	!	matches English !; final clause is an exclamation/urgent command or warning
119708	UNSURE	English asks a question but Turkish is a declarative statement (Sen onu kırabilirsin, no mı); . fits the wording, ? fits the meaning; translation likely needs fixing
122633	!	matches English !; final clause is an exclamation/urgent command or warning
128708	!	matches English !; final clause is an exclamation/urgent command or warning
129077	!	matches English !; final clause is an exclamation/urgent command or warning
131399	?	direct question like English (question particle mi/mı)
132137	?	direct question like English (question particle mi/mı)
137708	?	direct question like English (question particle mi/mı)
137879	!	matches English !; final clause is an exclamation/urgent command or warning
138392	!	matches English !; final clause is an exclamation/urgent command or warning
138662	!	matches English !; final clause is an exclamation/urgent command or warning
139184	!	matches English !; final clause is an exclamation/urgent command or warning
139697	!	matches English !; final clause is an exclamation/urgent command or warning
140192	!	matches English !; final clause is an exclamation/urgent command or warning
140444	!	matches English !; final clause is an exclamation/urgent command or warning
140696	!	matches English !; final clause is an exclamation/urgent command or warning
140939	!	matches English !; final clause is an exclamation/urgent command or warning
141209	!	matches English !; final clause is an exclamation/urgent command or warning
141452	!	matches English !; final clause is an exclamation/urgent command or warning
141695	!	matches English !; final clause is an exclamation/urgent command or warning
141938	!	matches English !; final clause is an exclamation/urgent command or warning
142190	!	matches English !; final clause is an exclamation/urgent command or warning
142433	!	matches English !; final clause is an exclamation/urgent command or warning
142676	!	matches English !; final clause is an exclamation/urgent command or warning
142919	!	matches English !; final clause is an exclamation/urgent command or warning
143162	!	matches English !; final clause is an exclamation/urgent command or warning
143423	!	matches English !; final clause is an exclamation/urgent command or warning
