23525	.	quoted exclamation is mid-sentence; Turkish ends on declarative verb sallıyordu
29492	.	quoted exclamation is mid-sentence; Turkish ends on declarative verb duruyordu
29798	!	exclamation fits Turkish wording, matches English
30500	!	exclamation fits Turkish wording, matches English
31553	!	exclamation fits Turkish wording, matches English
74213	.	declarative, matches English
74582	.	declarative, matches English
74933	.	declarative, matches English
75320	.	declarative, matches English
75689	.	declarative, matches English
76040	.	declarative, matches English
76895	.	declarative, matches English
101546	?	Turkish question (mı/mi/mu/mü or question word), matches English
103427	!	exclamation fits Turkish wording, matches English
103922	!	exclamation fits Turkish wording, matches English
104462	!	exclamation fits Turkish wording, matches English
106982	.	declarative, matches English
107504	!	exclamation fits Turkish wording, matches English
107522	!	exclamation fits Turkish wording, matches English
107837	!	exclamation fits Turkish wording, matches English
108089	!	exclamation fits Turkish wording, matches English
108341	!	exclamation fits Turkish wording, matches English
108584	!	exclamation fits Turkish wording, matches English
108845	!	exclamation fits Turkish wording, matches English
109070	!	exclamation fits Turkish wording, matches English
109088	!	exclamation fits Turkish wording, matches English
109313	!	exclamation fits Turkish wording, matches English
109331	!	exclamation fits Turkish wording, matches English
109583	!	exclamation fits Turkish wording, matches English
119708	.	Turkish wording is a statement (kırabilirsin, no mi particle), not a question
122633	!	exclamation fits Turkish wording, matches English
128708	!	exclamation fits Turkish wording, matches English
129077	!	exclamation fits Turkish wording, matches English
131399	?	Turkish question (mı/mi/mu/mü or question word), matches English
132137	?	Turkish question (mı/mi/mu/mü or question word), matches English
137708	?	Turkish question (mı/mi/mu/mü or question word), matches English
137879	!	exclamation fits Turkish wording, matches English
138392	!	exclamation fits Turkish wording, matches English
138662	!	exclamation fits Turkish wording, matches English
139184	!	exclamation fits Turkish wording, matches English
139697	!	exclamation fits Turkish wording, matches English
140192	!	exclamation fits Turkish wording, matches English
140444	!	exclamation fits Turkish wording, matches English
140696	!	exclamation fits Turkish wording, matches English
140939	!	exclamation fits Turkish wording, matches English
141209	!	exclamation fits Turkish wording, matches English
141452	!	exclamation fits Turkish wording, matches English
141695	!	exclamation fits Turkish wording, matches English
141938	!	exclamation fits Turkish wording, matches English
142190	!	exclamation fits Turkish wording, matches English
142433	!	exclamation fits Turkish wording, matches English
142676	!	exclamation fits Turkish wording, matches English
142919	!	exclamation fits Turkish wording, matches English
143162	!	exclamation fits Turkish wording, matches English
143423	!	exclamation fits Turkish wording, matches English
143666	!	exclamation fits Turkish wording, matches English
143909	!	exclamation fits Turkish wording, matches English
144152	!	exclamation fits Turkish wording, matches English
144404	!	exclamation fits Turkish wording, matches English
144674	!	exclamation fits Turkish wording, matches English
144917	!	exclamation fits Turkish wording, matches English
145169	!	exclamation fits Turkish wording, matches English
145421	!	exclamation fits Turkish wording, matches English
145664	!	exclamation fits Turkish wording, matches English
145907	!	exclamation fits Turkish wording, matches English
146150	!	exclamation fits Turkish wording, matches English
146402	!	exclamation fits Turkish wording, matches English
146681	!	exclamation fits Turkish wording, matches English
155636	!	exclamation fits Turkish wording, matches English
155879	!	exclamation fits Turkish wording, matches English
156140	!	exclamation fits Turkish wording, matches English
156383	!	exclamation fits Turkish wording, matches English
156626	!	exclamation fits Turkish wording, matches English
156869	!	exclamation fits Turkish wording, matches English
157139	!	exclamation fits Turkish wording, matches English
157400	!	exclamation fits Turkish wording, matches English
157652	!	exclamation fits Turkish wording, matches English
157895	!	exclamation fits Turkish wording, matches English
158147	!	exclamation fits Turkish wording, matches English
158426	!	exclamation fits Turkish wording, matches English
158669	!	exclamation fits Turkish wording, matches English
158921	!	exclamation fits Turkish wording, matches English
159164	!	exclamation fits Turkish wording, matches English
159425	!	exclamation fits Turkish wording, matches English
159668	!	exclamation fits Turkish wording, matches English
159911	!	exclamation fits Turkish wording, matches English
160172	!	exclamation fits Turkish wording, matches English
160424	!	exclamation fits Turkish wording, matches English
160676	!	exclamation fits Turkish wording, matches English
160928	!	exclamation fits Turkish wording, matches English
161171	!	exclamation fits Turkish wording, matches English
161432	!	exclamation fits Turkish wording, matches English
161675	!	exclamation fits Turkish wording, matches English
161945	!	exclamation fits Turkish wording, matches English
162188	!	exclamation fits Turkish wording, matches English
162440	!	exclamation fits Turkish wording, matches English
162683	!	exclamation fits Turkish wording, matches English
162926	!	exclamation fits Turkish wording, matches English
163169	!	exclamation fits Turkish wording, matches English
163412	!	exclamation fits Turkish wording, matches English
163664	!	exclamation fits Turkish wording, matches English
163916	!	exclamation fits Turkish wording, matches English
164159	!	exclamation fits Turkish wording, matches English
164411	!	exclamation fits Turkish wording, matches English
164654	!	exclamation fits Turkish wording, matches English
164897	!	exclamation fits Turkish wording, matches English
165140	!	exclamation fits Turkish wording, matches English
165410	!	exclamation fits Turkish wording, matches English
165662	!	exclamation fits Turkish wording, matches English
175733	!	exclamation fits Turkish wording, matches English
176309	!	exclamation fits Turkish wording, matches English
210563	.	declarative, English mark; ends on suffix placeholder -ydi
210806	.	declarative, English mark; ends on suffix placeholder -tı
211049	.	declarative, English mark; ends on suffix placeholder -taydı
231794	?	Turkish question (mı/mi/mu/mü or question word), matches English
