76|OK
87|OK
114|OK
132|OK
151|OK
208|OK
229|OK
349|OK
354|OK
403|OK
410|OK
466|OK
483|OK
541|OK
580|OK
600|OK
656|OK
672|OK
687|OK
720|OK
775|OK
817|OK
895|OK
984|OK
1030|OK
1041|OK
1079|OK
1100|NO|generic you: explicit tú loses impersonal reading
1137|OK
1154|OK
1175|OK
1207|OK
1261|OK
1303|OK
1321|OK
1334|NO|generic you: explicit tú loses impersonal reading
1372|OK
1421|OK
1426|OK
1465|OK
1511|OK
1534|OK
1579|OK
1622|OK
1672|OK
1744|OK
1783|OK
1798|OK
1818|OK
1867|OK
1945|OK
1951|OK
1977|OK
2006|OK
2057|OK
2072|OK
2090|OK
2123|OK
2139|OK
2236|OK
2245|OK
2285|OK
2343|OK
2363|OK
2396|OK
2420|OK
2454|OK
2465|NO|generic you: explicit tú loses impersonal reading
2477|OK
2513|OK
2564|OK
2582|NO|generic you: explicit tú loses impersonal reading
2594|OK
2719|OK
2748|OK
2838|OK
2853|OK
2869|OK
2949|OK
3038|OK
3046|OK
3165|OK
3193|OK
3203|OK
3230|OK
3271|OK
3344|OK
3384|OK
3411|NO|'Ni tú te has movido' means 'not even you'
3415|OK
3436|OK
3477|OK
3506|OK
3527|OK
3537|NO|ungrammatical 'no hacía falta que preocuparse' kept
3618|OK
3649|OK
3715|OK
3740|OK
3761|OK
3781|OK
3812|OK
3831|OK
3898|OK
3928|OK
3954|NO|'dónde ella quería' unnatural order; subject redundant
3976|OK
3993|NO|indirect question needs 'había puesto él' order
4032|OK
4096|OK
4119|OK
4164|OK
4179|OK
4225|OK
4234|OK
4258|OK
4298|NO|generic you: explicit tú loses impersonal reading
4314|OK
4339|OK
4378|OK
4388|OK
4439|OK
4495|OK
4531|OK
4584|OK
4620|OK
4636|OK
4728|OK
4747|OK
4839|OK
4884|OK
4918|OK
4948|OK
4960|OK
4974|OK
4993|OK
5029|OK
5077|OK
5138|OK
5157|OK
5183|OK
5578|OK
5628|OK
5703|OK
5728|OK
5738|OK
5775|OK
5829|OK
5870|NO|second 'yo' redundant and unnatural
5906|OK
5960|NO|second 'yo' redundant and unnatural
5985|OK
6020|OK
6056|OK
6067|OK
6124|OK
6135|OK
6165|OK
6179|OK
6228|OK
6313|OK
6356|OK
6376|NO|indirect question needs 'habían filmado ellos' order
6526|OK
6653|OK
6681|OK
6708|OK
6736|OK
6806|OK
6840|OK
6889|OK
6958|OK
6977|OK
6987|OK
7016|OK
7039|OK
7295|OK
7317|OK
7352|OK
7429|OK
7446|OK
7476|OK
7499|OK
7512|OK
7545|OK
7588|OK
7607|OK
7664|OK
7686|OK
7714|OK
7749|OK
7774|OK
7816|OK
7869|OK
7907|OK
7996|OK
8025|OK
8037|OK
8094|OK
8119|OK
8174|OK
8204|OK
8225|OK
8268|OK
8296|OK
8314|OK
8332|OK
8349|OK
8435|OK
8518|OK
8569|OK
8594|OK
8613|OK
8667|OK
8682|OK
8770|OK
8787|OK
8804|OK
8838|OK
8853|OK
8897|OK
8926|OK
9010|OK
9055|OK
9086|OK
9139|OK
9557|OK
9586|OK
9606|OK
9805|OK
9814|OK
9854|OK
9934|OK
9979|OK
10137|OK
10164|OK
10182|OK
10264|OK
10327|OK
10372|OK
10522|OK
10562|NO|generic you: explicit tú loses impersonal reading
10624|OK
10666|OK
10671|OK
10716|OK
10825|OK
10861|OK
10868|OK
10965|OK
11265|OK
11305|OK
11313|OK
11322|OK
11378|OK
11419|OK
11435|OK
11501|OK
11535|OK
11543|OK
11607|OK
11681|OK
11781|OK
11810|OK
11853|OK
11875|OK
11941|OK
12004|OK
12032|OK
12061|OK
12092|NO|imperative + y: explicit tú unnatural
12120|OK
12144|OK
12205|OK
12250|OK
12256|OK
12320|OK
12510|OK
12597|OK
12647|OK
12711|OK
12758|OK
12789|OK
12814|OK
12836|OK
12845|OK
12864|OK
13065|OK
13086|OK
13112|OK
13171|OK
13226|OK
13312|OK
13394|OK
13416|OK
13492|OK
13546|OK
13567|OK
13597|OK
13677|OK
13707|OK
13754|OK
13762|OK
13818|OK
13987|OK
14126|OK
14217|OK
14243|OK
14277|OK
14375|OK
14396|OK
14424|OK
14474|OK
14501|OK
14574|OK
14582|NO|ungrammatical 'se está poniéndose' kept
14614|OK
14646|NO|generic you: explicit tú loses impersonal reading
14741|OK
14758|NO|generic you: explicit tú loses impersonal reading
14883|OK
14984|NO|generic you: explicit tú loses impersonal reading
15013|OK
15070|OK
15192|OK
15333|OK
15342|OK
15366|OK
15390|OK
15552|OK
15592|OK
15616|OK
15626|OK
15820|OK
15835|OK
15939|OK
15975|OK
15984|OK
16027|OK
16115|OK
16160|OK
16173|OK
16231|NO|'entrando en pánico mucho' unnatural, kept
16326|OK
16346|OK
16363|OK
16375|OK
16476|OK
16483|OK
16501|OK
16515|OK
16614|OK
16623|OK
16704|OK
16769|OK
16862|OK
16875|OK
16888|OK
16972|NO|imperative + y: explicit tú unnatural
17049|OK
17074|OK
17097|OK
17154|OK
17181|OK
17209|OK
17287|OK
17343|OK
17363|NO|'junto a el' ungrammatical, needs 'al'
17366|OK
17404|NO|generic you: explicit tú loses impersonal reading
17417|OK
17433|OK
17443|OK
17461|OK
17472|OK
17482|NO|imperative + y: explicit tú unnatural
17537|NO|imperative + y: explicit tú unnatural
17605|OK
17618|OK
17724|OK
17813|OK
17817|OK
18014|NO|imperative + y: explicit tú unnatural
18041|OK
18068|OK
18092|OK
18118|OK
18119|OK
18145|OK
18149|OK
18196|OK
18202|OK
18225|OK
18256|OK
18261|NO|imperative + y: explicit tú unnatural
18332|OK
18364|OK
18516|OK
18539|OK
18554|OK
18654|NO|imperative + y: explicit tú unnatural
18673|OK
18734|OK
18765|OK
18889|OK
18899|OK
18928|NO|'delante de el' ungrammatical, needs 'del'
19038|OK
19105|OK
19134|OK
19184|OK
19327|OK
19348|NO|'detrás de el' ungrammatical, needs 'del'
19464|OK
19494|OK
19548|OK
19578|OK
19621|OK
19648|OK
19793|OK
19831|OK
19936|OK
19965|OK
20055|OK
20155|OK
20186|OK
20388|OK
20508|OK
20532|OK
20568|OK
20614|OK
20644|OK
20694|OK
20786|OK
20837|OK
20884|OK
20891|OK
20918|OK
21105|OK
21172|OK
21210|OK
21233|OK
21258|OK
21303|OK
21406|OK
21424|OK
21431|OK
21509|OK
21535|OK
21569|OK
21619|OK
21645|OK
21663|OK
21711|OK
21743|OK
21784|OK
21793|OK
21841|OK
21843|OK
21868|OK
