687|OK
817|OK
895|NO|"матиме змахнуто" is an ungrammatical calque
1818|OK
1913|OK
7686|OK
9606|OK
12120|OK
12205|OK
12711|OK
14474|OK
14501|OK
14798|OK
18014|OK
18261|OK
18765|OK
18818|OK
19494|OK
19831|OK
20055|OK
20279|OK
20614|OK
20767|OK
20801|OK
20985|OK
21049|OK
21210|OK
21385|OK
21466|OK
21552|OK
21569|OK
21843|OK
21981|OK
22062|OK
22420|OK
22785|OK
22817|OK
22927|OK
23290|OK
23409|OK
23425|OK
23757|OK
23815|OK
23843|OK
23908|OK
23985|OK
24069|OK
24121|OK
24259|OK
24326|OK
24697|OK
24744|OK
24838|OK
24869|OK
24958|OK
24994|OK
25622|OK
25705|OK
25731|OK
26049|OK
26255|OK
26284|OK
26708|OK
26959|OK
27119|OK
27387|NO|"напав його" ungrammatical, needs "напав на нього"
27521|OK
27995|OK
28117|OK
28144|OK
28311|OK
28446|OK
28636|OK
28662|OK
28770|OK
29203|OK
29315|OK
29426|OK
30295|OK
30650|OK
30835|OK
30862|OK
30946|OK
31432|OK
31650|OK
31742|OK
32600|OK
32602|OK
