87|OK
151|OK
229|OK
349|OK
403|OK
483|OK
515|OK
600|OK
632|OK
656|OK
672|OK
687|OK
720|OK
1154|OK
1534|OK
1579|OK
1622|OK
1867|OK
2090|OK
2343|NO|pronoun after first verb is unnatural, implies new referent
2454|OK
2513|OK
2748|OK
2919|OK
3230|OK
3411|OK
3537|OK
3954|OK
3976|OK
4089|OK
4119|OK
4179|OK
4378|OK
4409|OK
4495|OK
4674|OK
4747|OK
5029|OK
5829|OK
5985|OK
6124|OK
6165|OK
6840|OK
7016|OK
7039|OK
7476|OK
7714|OK
8025|OK
8094|OK
8314|OK
8613|OK
8838|OK
8981|OK
9055|OK
9086|OK
9413|OK
9606|OK
9814|OK
10322|OK
10716|OK
10825|OK
11265|OK
11322|OK
11435|OK
11501|OK
11781|OK
11853|OK
12205|OK
12540|OK
12647|OK
13083|OK
13171|OK
13226|OK
13312|OK
13546|OK
13677|OK
13707|OK
13943|OK
14017|OK
14042|OK
14217|OK
14243|OK
14396|OK
14424|OK
14501|OK
14949|OK
15449|OK
15552|OK
15745|OK
15939|OK
16220|OK
16231|OK
16326|OK
16346|OK
16483|OK
16769|OK
16862|OK
17049|OK
17097|OK
17154|OK
17209|OK
17363|OK
17366|OK
17433|OK
17443|OK
17589|OK
17724|OK
17794|OK
17817|OK
17871|OK
18041|OK
18068|OK
18149|OK
18256|OK
18364|OK
18457|OK
18494|OK
18554|OK
18607|OK
18734|OK
18765|OK
18818|OK
18854|OK
18889|OK
18917|OK
18928|OK
19038|OK
19105|OK
19134|OK
19348|OK
19494|OK
19648|OK
19793|OK
19831|OK
19936|OK
19965|OK
20055|OK
20186|OK
20279|OK
20508|OK
20568|OK
20614|OK
20644|OK
20918|OK
21210|OK
21303|OK
21424|OK
21431|OK
21569|OK
21645|OK
21663|OK
21711|OK
21784|OK
21793|OK
21843|OK
21981|OK
22002|OK
22058|OK
22062|OK
22097|OK
22293|OK
22300|OK
22364|OK
22420|OK
22785|OK
22817|OK
22846|OK
22881|OK
22927|OK
23004|OK
23088|OK
23199|OK
23290|OK
23425|OK
23638|OK
23685|OK
23720|OK
23757|OK
23812|OK
23815|OK
23843|OK
23985|OK
24121|OK
24252|OK
24259|OK
24429|OK
24697|OK
24744|OK
24838|OK
24869|OK
24958|OK
25401|OK
25562|OK
25622|OK
25705|OK
25727|OK
25731|OK
25782|OK
25880|OK
25926|OK
26115|OK
26169|OK
26223|OK
26253|OK
26255|OK
26277|OK
26284|OK
26323|OK
26362|OK
26708|OK
26787|OK
26943|OK
27119|OK
27224|OK
27261|OK
27327|OK
27412|OK
27437|OK
27752|OK
27773|OK
27912|OK
27978|OK
28117|OK
28144|OK
28304|OK
28311|OK
28446|OK
28625|NO|ungrammatical "iki şişeler" (pre-existing), should be "iki şişe"
28770|OK
28820|OK
28854|OK
28925|OK
29132|OK
29183|OK
29199|OK
29315|OK
29426|OK
29556|OK
29674|OK
30017|NO|ungrammatical "ilk deneme vurdun" (pre-existing), needs "denemede"
30029|OK
30182|OK
30295|OK
30366|NO|ungrammatical "iki yarışmalar" (pre-existing), should be "iki yarışma"
30410|OK
30427|OK
30792|OK
30835|OK
30862|OK
30946|OK
31058|OK
31119|OK
31135|OK
31197|OK
31293|OK
31319|OK
31432|OK
31650|OK
31678|OK
31708|OK
31742|OK
31761|OK
31832|OK
32062|OK
32273|OK
32308|OK
32397|OK
32474|OK
32567|OK
32602|OK
