cz	39	69	„certificate“ znamená úřední doklad, že jsi dokončil kurz
cz	78	69	„cushion“ znamená měkká podložka podobná polštáři, na které sedíš nebo se o ni opíráš
cz	117	69	„graduation“ znamená slavnost, na které dostaneš diplom
cz	136	49	„Vždycky přiložím kartu na nesprávné dveře.“ - „Taky já.“
cz	156	69	„keycard“ znamená plastová karta, která odemyká elektronický zámek
cz	195	69	„laboratory“ znamená místnost s přístroji na dělání pokusů
cz	233	69	„presentation“ znamená proslov, ve kterém skupině ukážeš svou práci
cz	273	69	„root“ znamená část rostliny, která roste pod zemí
cz	292	49	„Naplánoval sis na dnešní večer čtyři věci.“ - „Opravdu ano, a všechny jsem prospal.“
cz	311	69	„schedule“ znamená plán věcí, které musíš udělat, a kdy
cz	351	69	„ache“ znamená tupá, neustálá bolest, třeba v zubu
cz	390	69	„to adore“ znamená mít někoho nebo něco moc rád
cz	429	69	„to advance“ znamená posouvat se dopředu k cíli
cz	467	69	„anger“ znamená silný pocit, kdy jsi naštvaný nebo zuřivý
cz	506	69	„arena“ znamená velká krytá hala se sedadly kolem hřiště
cz	546	69	„arrow“ znamená tenká zahrocená tyčka s peřím, kterou vystřelíš z luku
cz	585	69	„to squeeze“ znamená pevně něco zmáčknout rukou
cz	624	69	„athletics“ znamená sporty na dráze a v poli jako běh a skok
cz	663	69	„ATM“ znamená stroj na ulici, který ti vydá hotovost
cz	702	69	„auction“ znamená veřejný prodej, kde vyhrává ten, kdo nabídne nejvíc
cz	704	32	„Jak dlouho je ten plech tam uvnitř?“ „Skoro čtyřicet minut a chata voní po paprice.“
cz	741	69	„baking sheet“ znamená plochý kovový plech, na kterém pečeš jídlo v troubě
cz	780	69	„barbell“ znamená dlouhá kovová tyč s těžkými kotouči na obou koncích
cz	786	36	„Co budeš dělat zítra v deset?“ „Budu stříhat někomu jinému afro do tvaru.“
cz	799	49	„Vyšel jsem z toho salonu jako novej člověk.“ - „Já taky.“
cz	819	69	„barber“ znamená člověk, který stříhá mužům vlasy a vousy
cz	858	69	„bark“ znamená drsná vnější kůže kmene stromu
cz	877	49	„Ty mávající netopýry bych mohl koukat celý večer.“ - „Taky já.“
cz	897	69	„to flap“ znamená rychle hýbat křídly nahoru a dolů, aby se dalo letět
cz	935	69	„to betray“ znamená porušit něčí důvěru po slíbené pomoci
cz	975	69	„bill“ znamená papír, na kterém je, kolik v restauraci platíš
cz	1013	69	„to blame“ znamená říct, že někdo je zodpovědný za něco špatného
cz	1033	49	„Já bych ten celý džbán vypil sám.“ - „Taky já bych.“
cz	1053	69	„blender“ znamená přístroj, jehož nože rozmixují jídlo na nápoj
cz	1072	49	„Už neudržím oči otevřené.“ - „Ani já.“
cz	1091	69	„to blink“ znamená rychle zavřít a otevřít obě oči
cz	1111	49	„Ten odstín jsem nosila celý měsíc každý den.“ - „Taky já.“
cz	1131	69	„blush“ znamená růžový pudr na obličej, který si nanášíš štětcem na tváře
cz	1150	49	„Vždycky si beru místo u okna.“ - „Taky já.“
cz	1169	69	„to board“ znamená nastoupit jako cestující do letadla, na loď nebo do vlaku
cz	1189	49	„V té houpací síti bych vydržel celý týden.“ - „Taky já.“
cz	1209	69	„hammock“ znamená visící lůžko z látky nebo sítě, do kterého si lehneš
cz	1228	49	„Já bych tu hodinu bez telefonu nevydržel.“ - „Ani on, zjevně.“
cz	1247	69	„boredom“ znamená pocit, když nemáš nic zajímavého na práci
cz	1267	49	„Nechci trávit páteční večer v prádelně.“ - „Ani on.“
cz	1287	69	„laundromat“ znamená obchod s pračkami, které si za poplatek použiješ
cz	1306	49	„Já bych takhle do středu nikdy netrefil.“ - „Ani já.“
cz	1326	69	„bow“ znamená zahnutá zbraň s tětivou, která vystřeluje šípy
cz	1345	49	„Mně se ruka třese po pěti vteřinách.“ - „Mně taky“
cz	1365	69	„to aim“ znamená pečlivě namířit zbraň na svůj cíl
cz	1384	49	„Moc se mi líbí, jak ta květina dopadla.“ - „Taky mně.“
cz	1404	69	„mosaic“ znamená obraz z malých dlaždic poskládaných vedle sebe
cz	1443	69	„to spread“ znamená roztírat měkké jídlo po povrchu v tenké vrstvě
cz	1462	49	„Já na ten kaktus nesahám.“ - „Ani já.“
cz	1482	69	„cactus“ znamená pouštní rostlina pokrytá ostrými trny
cz	1520	69	„calories“ znamená jednotky energie v jídle, které spaluješ pohybem
cz	1559	69	„to cancel“ znamená říct, že plánované setkání nebo akce se ruší
cz	1599	69	„canyon“ znamená hluboké úzké údolí se strmými skalními stěnami
