exercise_id	lang	category	what_differs	proposed_fix
37684	de	noun_verb_place	en "lying still" (motionless) vs de «immer noch» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change de: immer noch → motionless adverb
37684	ua	noun_verb_place	en "lying still" (motionless) vs ua «все ще» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change ua: все ще → motionless adverb
37684	es	noun_verb_place	en "lying still" (motionless) vs es «todavía» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change es: todavía → motionless adverb
37684	fr	noun_verb_place	en "lying still" (motionless) vs fr «toujours» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change fr: toujours → motionless adverb
37684	tr	noun_verb_place	en "lying still" (motionless) vs tr «hâlâ» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change tr: hâlâ → motionless adverb
37684	hu	noun_verb_place	en "lying still" (motionless) vs hu «még mindig» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change hu: még mindig → motionless adverb
37684	sk	noun_verb_place	en "lying still" (motionless) vs sk «stále» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change sk: stále → motionless adverb
37684	cz	noun_verb_place	en "lying still" (motionless) vs cz «pořád» (= still/yet, time adverb)	change en: "will be lying still" → "will still be lying" (all 8 natives read "still" as yet); or change cz: pořád → motionless adverb
37795	tr	gap	en gap "that" vs tr gap empty (Turkish participle çalan has no relative pronoun)	change tr: set gap to "çalan" or exclude tr from this relative-pronoun gap
38160	tr	number_person_gender	en "he will never serve" (reported, 3rd person) vs tr «hizmet etmeyeceğim» (direct speech, 1st person)	change tr: ben tezgâhımda ... hizmet etmeyeceğim diye → tezgâhında ... hizmet etmeyeceğini
38563	hu	gap	en gap "to have been" vs hu gap empty (no verb in sentence)	change hu: rephrase with a verb, e.g. "állítólag évek óta sok utazó úti célja volt/lett" with gap on it, or exclude hu
38637	tr	gap	en gap "who" vs tr gap empty (Turkish participle iten has no relative pronoun)	change tr: set gap to "iten" or exclude tr from this relative-pronoun gap
