exercise_id	lang	category	what_differs	proposed_fix
32052	tr	gap	en gap "at" has no counterpart; tr gap empty (saat bir ... yemek yiyor)	change en gap: at → one o'clock (or give tr gap "saat bir")
32226	ua	gap	ua «забагато багато» doubled word; gap «багато» redundant vs en "many"	change ua: забагато багато → забагато, gap забагато
32308	es	number_person_gender	en "she said" vs es «él dijo» (he)	change es: él dijo → ella dijo
32320	ua	gap	en gap "a" (article); ua has no article, gap empty	change en gap: a → mess (or another content word)
32320	sk	gap	en gap "a" (article); sk has no article, gap empty	change en gap: a → mess (or another content word)
32320	cz	gap	en gap "a" (article); cz has no article, gap empty	change en gap: a → mess (or another content word)
32345	tr	number_person_gender	en "Can you show me" vs tr «gösterebilir mi» (can he/she)	change tr: gösterebilir mi → gösterebilir misin
32384	de	gap	de «wird sein die Ausrede die Arbeit» ungrammatical, gap «wird sein»	change de: wird die Ausrede die Arbeit sein, gap wird
32438	es	gap	en "will" vs es «El experto decirle» (future missing, gap empty)	change es: El experto le dirá a la pareja..., gap dirá
32438	fr	gap	en "will" vs fr «L'expert dire au couple» (future missing, gap empty)	change fr: L'expert dira au couple..., gap dira
32459	tr	gap	en gap "at" has no counterpart; tr gap empty (saat sekiz ... keşfediyor)	change en gap: at → eight o'clock (or give tr gap "saat sekiz")
32477	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → huge
32477	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → huge
32495	es	number_person_gender	en "she told me" vs es «él me dijo» (he)	change es: él me dijo → ella me dijo
32567	es	gap	en gap "on" vs es «ese tío familiar lunes» (no preposition/article, gap empty, ungrammatical)	change es: ... el lunes, gap el
32567	fr	gap	en gap "on"; fr «lundi» takes no preposition, gap empty	change en gap: on → Monday (or fr gap lundi)
32567	tr	gap	en gap "on"; tr «pazartesi» takes no preposition, gap empty	change en gap: on → Monday (or tr gap pazartesi)
32609	es	number_person_gender	en "She collects" vs es «Él recoge» (he)	change es: Él recoge → Ella recoge
32611	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → famous
32611	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → famous
32621	ua	gap	en gap "a" (article); ua has none, gap empty	change en gap: a → true (or fan)
32621	sk	gap	en gap "a" (article); sk has none, gap empty	change en gap: a → true (or fan)
32621	cz	gap	en gap "a" (article); cz has none, gap empty	change en gap: a → true (or fan)
32629	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → 5000 euros
32629	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → 5000 euros
32656	tr	gap	en gap "are" (copula); tr has none, gap empty	change en gap: are → fast
32656	hu	gap	en gap "are" (copula); hu has none, gap empty	change en gap: are → fast
32696	ua	gap	en gap "The" (article); ua has none, gap empty	change en gap: The → fence (or costs)
32696	tr	gap	en gap "The" (article); tr has none, gap empty	change en gap: The → fence (or costs)
32696	sk	gap	en gap "The" (article); sk has none, gap empty	change en gap: The → fence (or costs)
32696	cz	gap	en gap "The" (article); cz has none, gap empty	change en gap: The → fence (or costs)
32714	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → ready
32714	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → ready
32742	ua	gap	en gap "the" (article); ua has none, gap empty	change en gap: the → man (or gives)
32742	tr	gap	en gap "the" (article); tr has none, gap empty	change en gap: the → man (or gives)
32742	sk	gap	en gap "the" (article); sk has none, gap empty	change en gap: the → man (or gives)
32742	cz	gap	en gap "the" (article); cz has none, gap empty	change en gap: the → man (or gives)
32817	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → free
32817	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → free
32835	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → fresh
32835	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → fresh
32871	tr	gap	en gap "is" (copula); tr has none, gap empty	change en gap: is → frozen
32871	hu	gap	en gap "is" (copula); hu has none, gap empty	change en gap: is → frozen
32907	tr	gap	en gap "are" (copula); tr has none, gap empty	change en gap: are → funny
32907	hu	gap	en gap "are" (copula); hu has none, gap empty	change en gap: are → funny
